Comparison,PCA_Num,PCA Stage,Model,Accuracy_Mean,Accuracy_Std,Accuracy_95CI_Low,Accuracy_95CI_High,AUC_Mean,AUC_Std,AUC_95CI_Low,AUC_95CI_High,Sensitivity_Mean,Sensitivity_Std,Sensitivity_95CI_Low,Sensitivity_95CI_High,Specificity_Mean,Specificity_Std,Specificity_95CI_Low,Specificity_95CI_High,F1-score_Mean,F1-score_Std,F1-score_95CI_Low,F1-score_95CI_High,Mean_TP,Mean_TN,Mean_FP,Mean_FN
NC vs AD,50,Before Scaling,RandomForest,0.8173495005608675,0.031817390084160055,0.7778429927765604,0.8568560083451746,0.8862349018915966,0.03508677158185052,0.8426689208052138,0.9298008829779794,0.7974567881379027,0.06864087444755428,0.7122278855311497,0.8826856907446556,0.834225526596032,0.04748662825064606,0.7752630899011189,0.8931879632909451,0.8044916519648917,0.05029563065622034,0.7420413781121092,0.8669419258176742,74.4,84.0,16.8,18.6
NC vs AD,50,Before Scaling,LR (L1),0.8070455638053522,0.03294852043639748,0.7661345721853964,0.847956555425308,0.8567080473750706,0.016399099872521476,0.8363458754604126,0.8770702192897285,0.7738579067990832,0.03781464418947074,0.7269048245041321,0.8208109890940343,0.8373651399360768,0.030797146847633423,0.7991254314479758,0.8756048484241777,0.7928032238504483,0.03856979392781948,0.7449124993121367,0.84069394838876,72.0,84.4,16.4,21.0
NC vs AD,50,Before Scaling,LR (L2),0.7977458469098874,0.01815758725208399,0.775200224524731,0.8202914692950437,0.8552298082200493,0.016377368160640796,0.8348946197896531,0.8755649966504456,0.7676397321288961,0.05501049390445414,0.6993351823243277,0.8359442819334646,0.8225698543054157,0.031133163798961805,0.7839129256660641,0.8612267829447674,0.7825876477067031,0.03626484517197603,0.7375588950562267,0.8276164003571794,71.6,83.0,17.8,21.4
NC vs AD,50,Before Scaling,LR (ElasticNet),0.798782116339939,0.031835430070121275,0.7592532089545359,0.8383110237253422,0.8550304503777593,0.014381998907429137,0.8371728401121986,0.8728880606433199,0.7666299885185334,0.04474908077775729,0.71106666596408,0.8221933110729868,0.8268823873566085,0.03321219417163528,0.7856440015523359,0.868120773160881,0.7839823701533108,0.04001435294360385,0.7342979886918191,0.8336667516148026,71.4,83.4,17.4,21.6
NC vs AD,50,Before Scaling,SVM (Linear),0.7967042358848353,0.01643831275115337,0.7762933747505143,0.8171150970191563,0.855111578212855,0.020268960550200922,0.8299443396166581,0.8802788168090518,0.7491175353714054,0.03428518530483369,0.7065468551066485,0.7916882156361622,0.8381430064367763,0.033101101711574654,0.797042560140633,0.8792434527329196,0.778554133989607,0.02396643927482081,0.7487958691769253,0.8083123988022888,69.8,84.6,16.2,23.2
NC vs AD,50,Before Scaling,SVM (RBF),0.8276641205063833,0.016045288060516513,0.8077412639808311,0.8475869770319354,0.8911193906383545,0.015302298778699408,0.8721190771550861,0.910119704121623,0.7844833116659743,0.0488072918108228,0.7238810545746501,0.8450855687572985,0.8663311971670222,0.04095667158123133,0.8154767725783519,0.9171856217556925,0.8128755077540653,0.019773340160897688,0.7883236631520419,0.8374273523560886,73.0,87.4,13.4,20.0
NC vs AD,50,Before Scaling,SVM (Poly d2),0.5551679931627584,0.04770392976717571,0.4959357409980154,0.6144002453275015,0.7440111599122184,0.02937856458445424,0.7075328539487974,0.7804894658756395,0.08025009046680873,0.03906553890990765,0.031743817231947975,0.12875636370166949,0.994100185528757,0.009015246835044507,0.9829062780987617,1.0052940929587522,0.1459443549969866,0.06690831643385456,0.06286670730064398,0.22902200269332923,7.4,100.2,0.6,85.6
NC vs AD,50,Before Scaling,SVM (Sigmoid),0.7987874579349393,0.02554839714170714,0.7670649329922695,0.8305099828776091,0.8583999290359694,0.01688053873860466,0.83743997181396,0.8793598862579788,0.7418366772546339,0.040577111496415456,0.6914535387584346,0.7922198157508331,0.8502255093802971,0.03809892868933494,0.8029194412566173,0.8975315775039768,0.7790678348778517,0.0260598231331255,0.746710290693892,0.8114253790618113,69.0,85.8,15.0,24.0
NC vs AD,50,After Scaling,NeuralNet,0.47582394102879116,0.051687941329000175,0.4116448851393031,0.5400029969182792,0.4603925708310883,0.06368745173093877,0.3813141548794415,0.5394709867827352,0.3656749717430832,0.16077681681660866,0.16604418655609834,0.5653057569300681,0.5810279632223603,0.11339439655346839,0.4402302234238773,0.7218257030208433,0.3848381073801351,0.14668101106147316,0.20270957672497542,0.5669666380352947,34.0,58.2,42.6,59.0
NC vs AD,50,After Scaling,KNN,0.667661983868383,0.04654643631641959,0.6098669496496005,0.7254570180871656,0.74696998186776,0.04974605303723047,0.6852020987586958,0.8087378649768242,0.42481368304897715,0.06145809741922822,0.34850337608542165,0.5011239900125326,0.8917047932228582,0.04354387327906846,0.8376379334298919,0.9457716530158246,0.5496952614004206,0.05173430591879695,0.4854586362689904,0.6139318865318508,39.4,90.0,10.8,53.6
NC vs AD,50,After Scaling,RandomForest,0.7956679664547834,0.04017562442146668,0.7457833400052922,0.8455525929042746,0.8829632776661882,0.03448548943497444,0.8401438869743441,0.9257826683580324,0.7649260405916752,0.05875789996837959,0.69196847159088,0.8378836095924704,0.8241962921747046,0.048412176404195956,0.7640846356589246,0.8843079486904846,0.7793525818039204,0.0600274191598329,0.7048186965280689,0.8538864670797719,71.4,82.8,18.0,21.6
NC vs AD,50,After Scaling,LR (L1),0.8090860530954543,0.03067495167746182,0.7709980699509098,0.8471740362399989,0.8645968271785289,0.015426646331391897,0.8454421158158174,0.8837515385412404,0.7921437729796862,0.043332342669789595,0.7383395631287796,0.8459479828305928,0.8253179257438609,0.028826325138299656,0.789525315619118,0.8611105358686038,0.7985653891662268,0.03221586041593052,0.758564115116608,0.8385666632158455,73.6,83.2,17.6,19.4
