Comparison,PCA_Num,PCA Stage,Model,Accuracy_Mean,Accuracy_Std,Accuracy_95CI_Low,Accuracy_95CI_High,AUC_Mean,AUC_Std,AUC_95CI_Low,AUC_95CI_High,Sensitivity_Mean,Sensitivity_Std,Sensitivity_95CI_Low,Sensitivity_95CI_High,Specificity_Mean,Specificity_Std,Specificity_95CI_Low,Specificity_95CI_High,F1-score_Mean,F1-score_Std,F1-score_95CI_Low,F1-score_95CI_High,Mean_TP,Mean_TN,Mean_FP,Mean_FN
NC vs AD,100,After Scaling,RandomForest,0.7946477218097323,0.03455490975912054,0.7517421344006523,0.8375533092188123,0.8795676527078051,0.03706469255741778,0.8335457583547684,0.9255895470608418,0.7484182827836078,0.040472734195882744,0.6981647458237097,0.7986718197435059,0.8379077035623368,0.045033351600992436,0.7819914121609325,0.8938239949637411,0.7754607517620146,0.05178299783388993,0.7111636676326099,0.8397578358914193,69.8,84.2,16.6,23.2
NC vs AD,100,After Scaling,LR (L1),0.7925377917846269,0.03922357068669303,0.7438352961819596,0.8412402873872942,0.8646841783888005,0.01989843332926362,0.8399770101031959,0.8893913466744051,0.7733665268340191,0.06273553888545501,0.6954700667920372,0.851262986876001,0.8116023070175503,0.03010490343997551,0.774222132246732,0.8489824817883687,0.7804613150660636,0.042230639855243994,0.728025049936698,0.8328975801954293,71.8,81.8,19.0,21.2
NC vs AD,100,After Scaling,LR (L2),0.7698520378184925,0.04143127252169196,0.7184083183285387,0.8212957573084464,0.8492620313152246,0.024414542005731805,0.8189473734740739,0.8795766891563753,0.7546918990881839,0.048801877670075815,0.6940963645405065,0.8152874336358613,0.7830106187977831,0.04088750064258279,0.7322420812733547,0.8337791563222116,0.7580135378517179,0.044794520918434805,0.7023937939105118,0.8136332817929239,70.2,79.0,21.8,22.8
NC vs AD,100,After Scaling,LR (ElasticNet),0.7822338550291116,0.04313829344928729,0.7286705891091821,0.835797120949041,0.8619944477352932,0.021103703847143874,0.8357907384395403,0.8881981570310461,0.7714166432123089,0.06179779796178711,0.6946845423148877,0.84814874410973,0.792998060659136,0.03522193940044425,0.7492642465586896,0.8367318747595824,0.7719972649161975,0.04343415589424233,0.7180666372499468,0.8259278925824481,71.6,80.0,20.8,21.4
NC vs AD,100,After Scaling,SVM (Linear),0.753319801292666,0.048514716431338034,0.6930808245168089,0.8135587780685231,0.8409998717612815,0.02769048757701305,0.8066175902441958,0.8753821532783673,0.7214058765451954,0.06702917069045279,0.638178168469405,0.8046335846209858,0.782145171724425,0.04570311102662882,0.7253972641567504,0.8388930792920996,0.7365730978928948,0.050028630348424884,0.6744543487098112,0.7986918470759784,67.0,79.0,21.8,26.0
NC vs AD,100,After Scaling,SVM (RBF),0.8080284172854014,0.0225350618329488,0.7800474423101331,0.8360093922606697,0.8879690819853853,0.01667601271734096,0.8672630773606749,0.9086750866100957,0.7838616148213673,0.04830907376080984,0.7238779771459994,0.8438452524967351,0.8266055376943386,0.04941598922268578,0.7652474829409044,0.8879635924477729,0.7962575754363217,0.019850186749128796,0.771610313192307,0.8209048376803364,73.0,83.6,17.2,20.0
NC vs AD,100,After Scaling,SVM (Poly d2),0.5283585278564179,0.04380972322758457,0.4739615717534548,0.5827554839593809,0.7341719079149127,0.022823049101100445,0.7058333495168394,0.762510466312986,0.017461166284695694,0.01480985297069743,-0.0009276949677104081,0.0358500275371018,1.0,0.0,1.0,1.0,0.033990447017288816,0.02856084331084364,-0.0014725238801246016,0.06945341791470223,1.6,100.8,0.0,91.4
NC vs AD,100,After Scaling,SVM (Sigmoid),0.7553923401527696,0.03046658091421095,0.7175630834832318,0.7932215968223073,0.8463842222698318,0.021259942872681823,0.819986516600954,0.8727819279387096,0.6678530104226699,0.027412291034616208,0.633816155536703,0.7018898653086367,0.8369156635807007,0.037750950476798696,0.7900416674756864,0.883789659685715,0.7237237878051143,0.024277461529805696,0.6935793378557776,0.7538682377544509,62.0,84.4,16.4,31.0
MCI vs AD,100,Before Scaling,NeuralNet,0.49043069819281904,0.0848365955348588,0.38509215178701045,0.5957692445986276,0.5107354669845419,0.06123725279238511,0.4346993748433342,0.5867715591257495,0.5073954790138069,0.3390329511447759,0.08643046937256227,0.9283604886550515,0.48736516916844785,0.28754910442683446,0.1303257984859122,0.8444045398509835,0.485078404302356,0.22883339106736425,0.20094422102712645,0.7692125875775855,46.2,31.4,33.8,46.8
MCI vs AD,100,Before Scaling,KNN,0.6485232067510548,0.06462380367995368,0.5682821562946683,0.7287642572074413,0.6659992848396102,0.07144209620122284,0.5772922060303418,0.7547063636488787,0.7658111386904262,0.12989429239665934,0.6045260722493411,0.9270962051315113,0.4860208046273621,0.09606921497220051,0.36673511906068246,0.6053064901940417,0.7144176373054714,0.07366958549832692,0.6229447652296045,0.8058905093813382,71.2,31.4,33.8,21.8
MCI vs AD,100,Before Scaling,RandomForest,0.6978266061619298,0.017462214972078307,0.6761444025022054,0.7195088098216542,0.7789538263435518,0.05133098668935327,0.7152179881791051,0.8426896645079985,0.8828302452012144,0.05784995175027234,0.8110000428150763,0.9546604475873526,0.4355425124277583,0.050177638438309816,0.37323874526402356,0.4978462795914931,0.7733883736440992,0.023531713492323192,0.7441698921846357,0.8026068551035627,82.0,28.4,36.8,11.0
MCI vs AD,100,Before Scaling,LR (L1),0.6686887986625268,0.05321258381118919,0.6026166490927727,0.734760948232281,0.7450206175919863,0.05761185743080261,0.6734860483505106,0.8165551868334621,0.6632602861601028,0.06671559707875512,0.5804219311487442,0.7460986411714614,0.6749270645172285,0.07202261590853531,0.5854991752871423,0.7643549537473147,0.7008830604143903,0.04881638149156956,0.6402695169937277,0.7614966038350529,61.6,44.2,21.0,31.4
MCI vs AD,100,Before Scaling,LR (L2),0.6800891648754079,0.03486319346429177,0.636800792688384,0.7233775370624319,0.7458870322405561,0.05261644441033855,0.6805550875027488,0.8112189769783633,0.670825912859922,0.05992642789226081,0.5964174248051477,0.7452344009146963,0.6943492041852698,0.0404313208441073,0.6441470886933163,0.7445513196772233,0.7098102673165265,0.0447034526726882,0.6543035995374437,0.7653169350956094,62.4,45.2,20.0,30.6
MCI vs AD,100,Before Scaling,LR (ElasticNet),0.6737361675025874,0.06096082717029895,0.5980433031045052,0.7494290319006696,0.7471958145951765,0.056456250002717596,0.6770961214932107,0.8172955076971422,0.6856315896360375,0.07858347955823108,0.5880573122150003,0.7832058670570747,0.6531850360538884,0.08893298746093047,0.5427601472709441,0.7636099248368328,0.7103522804543603,0.06020242560181851,0.6356010959800416,0.785103464928679,63.8,42.8,22.4,29.2
MCI vs AD,100,Before Scaling,SVM (Linear),0.680136931772948,0.019574809952539816,0.6558315949831985,0.7044422685626974,0.7433694866237195,0.05680924015546695,0.6728314983573644,0.8139074748900745,0.6690112793079851,0.05965476766306843,0.5949401019795428,0.7430824566364274,0.6985638331539972,0.07686452049934575,0.6031239253107642,0.7940037409972301,0.7093267333854103,0.032497437449701794,0.6689758352702367,0.7496776315005839,62.2,45.4,19.8,30.8
MCI vs AD,100,Before Scaling,SVM (RBF),0.6965607833771197,0.025269377300802014,0.6651847073256864,0.727936859428553,0.7801590970601486,0.05200886503698062,0.7155815617562912,0.8447366323640061,0.7277337849867008,0.0601588421169902,0.6530367165564096,0.802430853416992,0.6547149040591664,0.06241727414903303,0.5772136218822975,0.7322161862360353,0.7369282981538839,0.029748053441773704,0.6999912111785919,0.773865385129176,67.6,42.6,22.6,25.4
MCI vs AD,100,Before Scaling,SVM (Poly d2),0.5258737361675025,0.0990944807747688,0.40283168696877686,0.6489157853662283,0.34395511257742695,0.05376579827564424,0.27719605652387336,0.41071416863098054,0.7938144329896908,0.4439577938172057,0.24256802368489583,1.3450608422944859,0.2,0.44721359549995804,-0.3552890210395599,0.75528902103956,0.5798048828244761,0.32477560566385905,0.176542705776839,0.9830670598721132,72.0,11.2,54.0,21.0
MCI vs AD,100,Before Scaling,SVM (Sigmoid),0.7016240745163602,0.03037139962503136,0.6639130010268994,0.739335148005821,0.7453640790471179,0.0468599890560122,0.687179717680045,0.8035484404141907,0.7945882361942509,0.06029133084518451,0.7197266612799931,0.8694498111085087,0.5723402649632157,0.07950675707548387,0.47361958708865476,0.6710609428377765,0.7568167426083818,0.02987976853528378,0.7197161097434582,0.7939173754733054,73.8,37.2,28.0,19.2
MCI vs AD,100,After Scaling,NeuralNet,0.550043786322745,0.07369232753355204,0.4585426762804933,0.6415448963649967,0.5507062170958096,0.049219965663248426,0.48959155773892843,0.6118208764526907,0.6533162625157378,0.2595882971857227,0.3309948195452059,0.9756377054862697,0.4066979653045227,0.25703235472568065,0.0875501440681053,0.72584578654094,0.609716205119772,0.13989107075769205,0.43601849888977007,0.7834139113497739,60.8,26.2,39.0,32.2
MCI vs AD,100,After Scaling,KNN,0.6157232704402515,0.05330347414582539,0.5495382656141949,0.6819082752663082,0.6279490677582527,0.06108308654817862,0.5521043982922145,0.7037937372242908,0.7329495521057356,0.08743646565909131,0.624382840566662,0.8415162636448092,0.4510672291819833,0.08667220134170744,0.34344947713091695,0.5586849812330495,0.6889632008032411,0.0588566746512391,0.6158829868348054,0.7620434147716769,68.2,29.2,36.0,24.8
MCI vs AD,100,After Scaling,RandomForest,0.7205875328397421,0.035524612940551495,0.6764778999013357,0.7646971657781485,0.7863089266844293,0.0565627647995565,0.7160769779939528,0.8565408753749059,0.8644934189845699,0.06051682009592076,0.7893518621856909,0.9396349757834489,0.5216166797314339,0.08028332881665357,0.4219317606838402,0.6213015987790276,0.7836280743837689,0.029566593945538264,0.7469162991320846,0.8203398496354533,80.2,33.8,31.4,12.8
MCI vs AD,100,After Scaling,LR (L1),0.7179762757742219,0.060235087130227696,0.6431845366559511,0.7927680148924926,0.8032474805668288,0.06029917040777768,0.7283761715499374,0.8781187895837202,0.6980808929020317,0.07782440096509775,0.6014491360418953,0.794712649762168,0.7492790196068884,0.07065131009555722,0.6615538314353047,0.8370042077784721,0.7429959117768894,0.05846318393882586,0.6704042810596846,0.8155875424940942,64.8,48.8,16.4,28.2
MCI vs AD,100,After Scaling,LR (L2),0.7003184459836,0.0381028824130376,0.6530074686635398,0.7476294233036603,0.7702153495624425,0.06078932794780619,0.6947354295746495,0.8456952695502356,0.6869182892850514,0.04357391469893123,0.6328141281425865,0.7410224504275162,0.7196835242736882,0.057064189096577525,0.648828975085776,0.7905380734616004,0.7289155848858647,0.03231167591984824,0.6887953401745616,0.7690358295971679,63.8,47.0,18.2,29.2
MCI vs AD,100,After Scaling,LR (ElasticNet),0.7078815380941008,0.05743996738677462,0.6365603985319442,0.7792026776562574,0.7971160759741969,0.062230545762414505,0.7198466477124348,0.874385504235959,0.7120024310714859,0.07668602358184037,0.6167841564245096,0.8072207057184622,0.7050918996820636,0.08087856037014121,0.6046679030439094,0.8055158963202179,0.7405022081737576,0.049595834720105765,0.6789208457409378,0.8020835706065773,66.0,46.0,19.2,27.0
MCI vs AD,100,After Scaling,SVM (Linear),0.6940132155083194,0.030710760129660133,0.6558807702978487,0.7321456607187901,0.7669939989662501,0.06159278119022291,0.6905164600131082,0.843471537919392,0.6920196515623994,0.05149328817453934,0.6280822894869422,0.7559570136378566,0.699369093467454,0.07612559495625154,0.6048466828684342,0.7938915040664738,0.7261507434517448,0.022169632884265513,0.698623508445958,0.7536779784575316,64.2,45.6,19.6,28.8
MCI vs AD,100,After Scaling,SVM (RBF),0.6977868004139798,0.03807675617465688,0.6505082631035254,0.7450653377244342,0.7848522645037302,0.057715218170482745,0.713189355952966,0.8565151730544945,0.712424275898542,0.0744579655968326,0.6199725006374603,0.8048760511596236,0.6791474387376027,0.056666500817086664,0.6087866847688419,0.7495081927063636,0.7330546745210745,0.044096214835104154,0.6783019921032669,0.7878073569388822,66.2,44.2,21.0,26.8
MCI vs AD,100,After Scaling,SVM (Poly d2),0.529671204521933,0.10270093029130438,0.40215115679718566,0.6571912522466803,0.3640896923345843,0.054274370571488574,0.29669916037079697,0.4314802242983717,0.8,0.4472135954999579,0.24471097896044036,1.3552890210395598,0.2,0.44721359549995804,-0.3552890210395599,0.75528902103956,0.5827553963632248,0.3267244377316,0.17707342469852883,0.9884373680279208,72.6,11.2,54.0,20.4
MCI vs AD,100,After Scaling,SVM (Sigmoid),0.7117506567948413,0.046250592999873996,0.6543229605713226,0.76917835301836,0.7701097439741755,0.057948279053810434,0.6981574521151936,0.8420620358331574,0.8187491945246652,0.06112834477683142,0.7428483295454864,0.894650059503844,0.56348094085799,0.12093823472561344,0.4133162887928793,0.7136455929231008,0.7691637920238624,0.03520889980452777,0.7254461687202166,0.8128814153275082,76.0,36.6,28.6,17.0
